item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	optional-payment-type-exclusion	merchant-shipping-group	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	maximum-retail-price
TREE MAISON CORONATING HOMES Red Jasper Tree with 2 Inch Red Jesper Pyramid | 300 Beads | Grounding Crystal Tree for Strength, Vitality, and Emotional Balance | Perfect for Meditation and Home Dcor	Red Jasper is a strong stone that inspires stability and personal power. It can aid in heightening your endurance and stamina. Red Jasper is also a very protective stone, and can ease emotional stress. It is brimming with vitality and can aid in creativity. Red Jasper is one of the strongest Root Chakra stones. It helps to ground you and stabilize your thoughts, emotions, and aura. Red Jasper also helps to balance you and is a stone of physical strength and energy. It helps you find courage in difficult times, and integrity in situations of emotional trial.	0705F9B5QPW	300B-RED-JESPER-TREE+2IN-PYRAMID	789	10	2025-07-05 15:19:01 IST		y	1			11				B0FGV8L9DM						B0FGV8L9DM			0	DEFAULT	787.0													Template								1299.0
TREE MAISON CORONATING HOMES Red Jasper Tree with Certified Red Jesper Bracelet| 300 Beads | Grounding Crystal Tree for Strength, Vitality, and Emotional Balance |	Red Jasper is a strong stone that inspires stability and personal power. It can aid in heightening your endurance and stamina. Red Jasper is also a very protective stone, and can ease emotional stress. It is brimming with vitality and can aid in creativity. Red Jasper is one of the strongest Root Chakra stones. It helps to ground you and stabilize your thoughts, emotions, and aura. Red Jasper also helps to balance you and is a stone of physical strength and energy. It helps you find courage in difficult times, and integrity in situations of emotional trial.	0711FSNIXJ0	300B-RED-JESPER-TREE+BRACELET	829	10	2025-07-11 14:39:11 IST		y	1			11				B0FHB5KNQ6						B0FHB5KNQ6			0	DEFAULT	827.0													Template								1077.0
TREE MAISON CORONATING HOMES Rose Quartz Tree with 2 Inch Rose Quartz Pyramid| 300 Beads | Love-Attracting Crystal Tree for Emotional Healing, Compassion, and Harmony |	Rose Quartz is a stone that encourages love. While it aids in fostering romantic love, it is also important for familial love, love between friends, and self love. It is a powerful heart healer. Rose Quartz strengthens your sense of empathy, sensitivity, and can be helpful in acceptance of new beginnings. It is also known for stress relief, and can help to calm negative emotions. Rose Quartz stimulates the Heart Chakra, helping to balance the heart and open you to new love and positive emotions. It is a calming stone, and helps to soothe you emotionally. It can also open you to compassion, and it is especially important to aid in loving and accepting yourself.	0705F9HFSP6	300B-ROSE-QUARTZ-TREE+2IN-PYRAMID	789	10	2025-07-05 15:18:59 IST		y	1			11				B0FGV522LR						B0FGV522LR			0	DEFAULT	787.0													Template								1299.0
TREE MAISON CORONATING HOMES Rose Quartz Tree with Certified Rose Quartz Bracelet| 300 Beads | Love-Attracting Crystal Tree for Emotional Healing |	Rose Quartz is a stone that encourages love. While it aids in fostering romantic love, it is also important for familial love, love between friends, and self love. It is a powerful heart healer. Rose Quartz strengthens your sense of empathy, sensitivity, and can be helpful in acceptance of new beginnings. It is also known for stress relief, and can help to calm negative emotions. Rose Quartz stimulates the Heart Chakra, helping to balance the heart and open you to new love and positive emotions. It is a calming stone, and helps to soothe you emotionally. It can also open you to compassion, and it is especially important to aid in loving and accepting yourself.	0711FSKNGAX	300B-ROSE-QUARTZ-TREE+BRACELET	829	10	2025-07-11 14:39:08 IST		y	1			11				B0FHB3NK2Q						B0FHB3NK2Q			0	DEFAULT	827.0													Template								1077.0
TREE MAISON CORONATING HOMES Tiger Eye Tree 2 Inch Tiger Eye Pyramid | 300 Beads | Grounding Crystal Tree for Strength, Vitality, and Emotional Balance | Perfect for Meditation and Home Dcor	Tigers Eye is a stone of vitality and strength. It provides protection and enhances integrity. It is thought to inspire prosperity and abundance. Tigers Eye gives you the power to see positive light in any situation, and energize your body and mind. It can also inspire mental clarity, and helps you to see past the ego and achieve a path of truth. Tigers Eye is a solar stone, so it especially resonates with the Solar Plexus Chakra. It also stimulates the Sacral and Root Chakras.	0705F9HG4YV	300B-TIGER-EYE-TREE+2IN-PYRAMID	789	10	2025-07-05 15:19:04 IST		y	1			11				B0FGV71HGD						B0FGV71HGD			0	DEFAULT	787.0													Template								1299.0
TREE MAISON CORONATING HOMES Tiger Eye Tree Certified Tiger Eye Bracelet | 300 Beads | Grounding Crystal Tree for Strength, Vitality, and Emotional Balance |	Tigers Eye is a stone of vitality and strength. It provides protection and enhances integrity. It is thought to inspire prosperity and abundance. Tigers Eye gives you the power to see positive light in any situation, and energize your body and mind. It can also inspire mental clarity, and helps you to see past the ego and achieve a path of truth. Tigers Eye is a solar stone, so it especially resonates with the Solar Plexus Chakra. It also stimulates the Sacral and Root Chakras.	0711FSND4JX	300B-TIGER-EYE-TREE+BRACELET	829	10	2025-07-11 14:39:13 IST		y	1			11				B0FHB62YNL						B0FHB62YNL			0	DEFAULT	827.0													Template								1077.0
BRONGS Amethyst Crystal Tree (300 Beads) | Handmade Home Decor Bonsai | Vastu & Feng Shui Gift Item | Healing Crystals Tree for Home Decoration, Spiritual Gifts | Size 9-10 Inch	Vastu and Feng Shui, Gemstones Tree is used to enhance the positivity in the surrounding and balance the external influences. This tree is not a person per say but benefiting everyone in the premise. It is also known as Wealth or Money Tree as it can help to invite Wealth Luck based on its placement, After all, the tree symbolizes stability, growth, as well as a long life blessed with abundance.Gemstone Tree Create a strong healing vibration and clear the negativity from atmosphere. A tree represents stability as well as the overall growth in life, thus loaded with the powerful gemstones, Money tree brings good luck, prosperity, provides positivity and enhances the power of your surroundings, Gemstone Tree represents self-reflection, prosperity, calmness, balance, optimism, and creativity.	0517FX432XX	300BEADS-AMETHYST-TREE	619	50	2025-05-17 13:07:51 IST		y	1			11				B0F911KSNY						B0F911KSNY			0	DEFAULT	617.0													Template								719.0
BRONGS Crystal Natural Citrine Tree | Size 9-10 Inch | 300 Beads | Positive Energy, Wealth, Meditation, Health, Good Luck | Feng Shui | Home & Office Decor | Gift	Vastu and Feng Shui, Gemstones Tree is used to enhance the positivity in the surrounding and balance the external influences. This tree is not a person per say but benefiting everyone in the premise. It is also known as Wealth or Money Tree as it can help to invite Wealth Luck based on its placement, After all, the tree symbolizes stability, growth, as well as a long life blessed with abundance.Gemstone Tree Create a strong healing vibration and clear the negativity from atmosphere. A tree represents stability as well as the overall growth in life, thus loaded with the powerful gemstones, Money tree brings good luck, prosperity, provides positivity and enhances the power of your surroundings, Gemstone Tree represents self-reflection, prosperity, calmness, balance, optimism, and creativity.	0517FX1GA39	300BEADS-CITIRINE-TREE	569	50	2025-05-17 13:07:51 IST		y	1			11				B0F91142DP						B0F91142DP			0	DEFAULT	567.0													Template								659.0
BRONGS Clear Quartz Crystal | Size 9-10 Inch | 300 Beads | Crystal Bonsai Tree Showpiece for Home Decor Vastu Gift Items for Home Decoration | Healing Crystals Tree	Vastu and Feng Shui, Gemstones Tree is used to enhance the positivity in the surrounding and balance the external influences. This tree is not a person per say but benefiting everyone in the premise. It is also known as Wealth or Money Tree as it can help to invite Wealth Luck based on its placement, After all, the tree symbolizes stability, growth, as well as a long life blessed with abundance.Gemstone Tree Create a strong healing vibration and clear the negativity from atmosphere. A tree represents stability as well as the overall growth in life, thus loaded with the powerful gemstones, Money tree brings good luck, prosperity, provides positivity and enhances the power of your surroundings, Gemstone Tree represents self-reflection, prosperity, calmness, balance, optimism, and creativity.	0517FXC2YOU	300BEADS-CLEAR-QUARTZ-TREE	669	50	2025-05-17 13:07:51 IST		y	1			11				B0F91418M9						B0F91418M9			0	DEFAULT	667.0													Template								779.0
BRONGS Crystal Money Magnet Tree (300 Beads) | Gemstone Crystal Tree for Meditation, Money, Health, Good Luck | Feng Shui Office Home Decor Gift for Study Table	Vastu and Feng Shui, Gemstones Tree is used to enhance the positivity in the surrounding and balance the external influences. This tree is not a person per say but benefiting everyone in the premise. It is also known as Wealth or Money Tree as it can help to invite Wealth Luck based on its placement, After all, the tree symbolizes stability, growth, as well as a long life blessed with abundance.Gemstone Tree Create a strong healing vibration and clear the negativity from atmosphere. A tree represents stability as well as the overall growth in life, thus loaded with the powerful gemstones, Money tree brings good luck, prosperity, provides positivity and enhances the power of your surroundings, Gemstone Tree represents self-reflection, prosperity, calmness, balance, optimism, and creativity.	0517FX1B2Q4	300BEADS-MONEY-MAGNET-TREE	719	50	2025-05-17 13:07:51 IST		y	1			11				B0F912SRC3						B0F912SRC3			0	DEFAULT	717.0													Template								839.0
BRONGS Pyrite Crystal Tree for Money | 9-10 Inch | 300 Beads | Money Stone Tree for Wealth, Confidence, Vastu Correction, Positive Energy, Reiki Healing & Good Luck	Vastu and Feng Shui, Gemstones Tree is used to enhance the positivity in the surrounding and balance the external influences. This tree is not a person per say but benefiting everyone in the premise. It is also known as Wealth or Money Tree as it can help to invite Wealth Luck based on its placement, After all, the tree symbolizes stability, growth, as well as a long life blessed with abundance.Gemstone Tree Create a strong healing vibration and clear the negativity from atmosphere. A tree represents stability as well as the overall growth in life, thus loaded with the powerful gemstones, Money tree brings good luck, prosperity, provides positivity and enhances the power of your surroundings, Gemstone Tree represents self-reflection, prosperity, calmness, balance, optimism, and creativity.	0517FX9LIYW	300BEADS-PYRITE-TREE	719	50	2025-05-17 13:07:51 IST		y	1			11				B0F914DFGR						B0F914DFGR			0	DEFAULT	717.0													Template								839.0
BRONGS Red Jesper Crystal Tree | 9-10 Inch | 300 Beads | Money Stone Tree for Wealth, Confidence, Vastu Correction, Positive Energy, Reiki Healing & Good Luck	Vastu and Feng Shui, Gemstones Tree is used to enhance the positivity in the surrounding and balance the external influences. This tree is not a person per say but benefiting everyone in the premise. It is also known as Wealth or Money Tree as it can help to invite Wealth Luck based on its placement, After all, the tree symbolizes stability, growth, as well as a long life blessed with abundance.Gemstone Tree Create a strong healing vibration and clear the negativity from atmosphere. A tree represents stability as well as the overall growth in life, thus loaded with the powerful gemstones, Money tree brings good luck, prosperity, provides positivity and enhances the power of your surroundings, Gemstone Tree represents self-reflection, prosperity, calmness, balance, optimism, and creativity.	0517FX78PX5	300BEADS-RED-JESPER-TREE	569	50	2025-05-17 13:07:51 IST		y	1			11				B0F913VTL6						B0F913VTL6			0	DEFAULT	567.0													Template								659.0
BRONGS Homes Rose Quartz Crystal Tree | 300 Beads | Gemstone Tree for Positive Energy, Health, Meditation | Feng Shui & Vastu Tree for Office, Home Decor, Study Table, Diwali Gift	Vastu and Feng Shui, Gemstones Tree is used to enhance the positivity in the surrounding and balance the external influences. This tree is not a person per say but benefiting everyone in the premise. It is also known as Wealth or Money Tree as it can help to invite Wealth Luck based on its placement, After all, the tree symbolizes stability, growth, as well as a long life blessed with abundance.Gemstone Tree Create a strong healing vibration and clear the negativity from atmosphere. A tree represents stability as well as the overall growth in life, thus loaded with the powerful gemstones, Money tree brings good luck, prosperity, provides positivity and enhances the power of your surroundings, Gemstone Tree represents self-reflection, prosperity, calmness, balance, optimism, and creativity.	0517FX3OWJG	300BEADS-ROSE-QUARTZ-TREE	569	48	2025-05-17 13:07:51 IST		y	1			11				B0F914CG79						B0F914CG79			0	DEFAULT	567.0													Template								659.0
BRONGS Crystal Seven Chakra | Size 9-10 Inch | 300 Beads | Positive Energy, Wealth, Meditation, Health, Good Luck | Feng Shui | Home & Office Decor | Gift	Vastu and Feng Shui, Gemstones Tree is used to enhance the positivity in the surrounding and balance the external influences. This tree is not a person per say but benefiting everyone in the premise. It is also known as Wealth or Money Tree as it can help to invite Wealth Luck based on its placement, After all, the tree symbolizes stability, growth, as well as a long life blessed with abundance.Gemstone Tree Create a strong healing vibration and clear the negativity from atmosphere. A tree represents stability as well as the overall growth in life, thus loaded with the powerful gemstones, Money tree brings good luck, prosperity, provides positivity and enhances the power of your surroundings, Gemstone Tree represents self-reflection, prosperity, calmness, balance, optimism, and creativity.	0517FX9QCOZ	300BEADS-SEVEN-CHAKRA-TREE	569	50	2025-05-17 13:07:51 IST		y	1			11				B0F8ZZWF22						B0F8ZZWF22			0	DEFAULT	567.0													Template								659.0
BRONGS Tiger Eye Gemstone Tree | 300 Beads | Money Bonsai | Good Luck | Chakra Balancing | Reiki Healing Crystals | Prosperity Table Decor | Gift | Size 9-10 Inch	Vastu and Feng Shui, Gemstones Tree is used to enhance the positivity in the surrounding and balance the external influences. This tree is not a person per say but benefiting everyone in the premise. It is also known as Wealth or Money Tree as it can help to invite Wealth Luck based on its placement, After all, the tree symbolizes stability, growth, as well as a long life blessed with abundance.Gemstone Tree Create a strong healing vibration and clear the negativity from atmosphere. A tree represents stability as well as the overall growth in life, thus loaded with the powerful gemstones, Money tree brings good luck, prosperity, provides positivity and enhances the power of your surroundings, Gemstone Tree represents self-reflection, prosperity, calmness, balance, optimism, and creativity.	0517FXC0NPX	300BEADS-TIGER-EYE-TREE	619	50	2025-05-17 13:07:51 IST		y	1			11				B0F911J222						B0F911J222			0	DEFAULT	617.0													Template								719.0
TREEMAISON Iron Strip for Vastu Remedy | Width-0.5 Inch | Thickness - 0.3mm | Length-8 Feet Approx | Vastu Strips for Toilet Correction | Iron Strip for Vastu (Pack of 1)	The purpose of this metal strip technique is to block any anti-activity (normally toilets) by pasting the metal strip on the floor around the toilet seat. This technique can also be used to nullify the ill-effects of the improper entrances.	0208ZIKOB06	33-VOQQ-Y9W2	239	161	2022-02-08 15:40:08 IST		y	1			11				B09G38L78V						B09G38L78V			0	DEFAULT	239.0													Template								999.0
TREE MAISON CORONATING HOMES Vastu Yellow Vase | Height - 37 Cm | Weight - 800 gm | Decorative Vase | Showpiece for Home & Office | Vastu Decoration Item for Living Room Office |	The yellow vase also puts an end to the dissipation and wearing-away of vitality ,health and relationships by providing them with strength and power. if you feel skills are being wasted or not being put to proper use, then by just placing the yellow vase in the south to south-west zone you can make sure that your abilities and talents are used beneficially. it also comes in handy when there is no alternative to shifting a bedroom made in the SSW zone.	0609FTQW8LP	37-CM-YELLOW-VASE	1049		2025-06-09 11:08:28 IST		y	1			11				B0FCFB6MH6						B0FCFB6MH6				AMAZON_IN	1047.0													Template								1699.0
TREE MAISON CORONATING HOMES Selenite Seven Chakra Crystal Charging Plate | 3 Inch Approx | Selenite Plate to Charge Reiki Crystal | Spiritual Gifts for Healing	Using selenite plates for crystals and jewelry helps cleanse, recharge, and enhance their energies, promoting optimal performance and longevity. The gentle and purifying properties of selenite keep the crystals and jewelry energetically balanced, ensuring they resonate positively with their wearer or user.	0310H7RSN23	3IN-7CHAKRA-SQUARE-SELENITE-PLATE	315	42	2026-03-10 08:38:22 IST		y	1			11				B0DGXH1GHV						B0DGXH1GHV			0	DEFAULT	313.0													Template								699.0
TREE MAISON CORONATING HOMES Vastu Round Aluminium Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 9	Vastu Aluminum Round Stud Represents Water Element. Vastu stud is used to balance energy of Water element. It can also be used in a area which is falling short due to cut. Note:-Product color may not be exactly same as shown in the images. Take advice from your vastu expert prior using the stud.	0215FFHX5NN	3IN-ALUMINIUM-SET-9	399		2025-02-15 11:47:56 IST		y	1			11				B0DXB81VMM						B0DXB81VMM				AMAZON_IN	398.0													Template								999.0
TREE MAISON CORONATING HOMES Vastu Round Aluminium Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 6	Vastu Aluminum Round Stud Represents Water Element. Vastu stud is used to balance energy of Water element. It can also be used in a area which is falling short due to cut. Note:-Product color may not be exactly same as shown in the images. Take advice from your vastu expert prior using the stud.	0215FFCQ5EG	3IN-ALUMINIUM-STUD-SET-6	349		2025-02-15 11:47:56 IST		y	1			11				B0DXBK9X6W						B0DXBK9X6W				AMAZON_IN	348.0													Template								999.0
TREE MAISON CORONATING HOMES Vastu Round Aluminium Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 9	Vastu Aluminum Round Stud Represents Water Element. Vastu stud is used to balance energy of Water element. It can also be used in a area which is falling short due to cut. Note:-Product color may not be exactly same as shown in the images. Take advice from your vastu expert prior using the stud.	0215FFQ6MXH	3IN-ALUMINIUM-STUD-SET-9	399		2025-02-15 13:39:05 IST		y	1			11				B0DXBFQCQC						B0DXBFQCQC				AMAZON_IN	398.0													Template								999.0
TREE MAISON CORONATING HOMES Vastu Round Brass Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 9	Vastu Brass Round Stud Represents Earth Element. Vastu stud is used to balance energy of Earth element. It can also be used in a area which is falling short due to cut. Note:-Product color may not be exactly same as shown in the images. Take advice from your vastu expert prior using the stud.	0215FFHKMLO	3IN-BRASS-STUD-SET-9	799		2025-02-15 11:47:56 IST		y	1			11				B0DXC28NYX						B0DXC28NYX				AMAZON_IN														Template								999.0
TREE MAISON CORONATING HOMES Brass Swastik (卐) Sathiya Wall Hanging Yantra | Size-3 Inch |Weight-100gm Approx |Decorative Home Decor Symbol for Positive Vibes |Pack Of 1	The word SWASTIK, which meaning "being pleased," is derived from Sanskrit, an ancient Indian language. One of the finest remedies for any vastu issues is swastika. The versatile Pyramid Vastu Swastika can be used to promote wealth, success, and rapid advancement in the home and business (ideal for all homes, office, shops & factory). Ganesha's symbol is the Swastika Pyramid, which has pyramids engraved on it. This particular Swastika is a fortunate sign of prosperity and well-being. It can be fastened to the exterior wall of your home or room. In addition to bringing luck and great energy, this Swastika pyramid also removes all impediments from any endeavour. Since thousands of years ago, nearly every culture in almost	0224HPVAFKN	3IN-BRASS-SWASTIK-ST-1	299	9	2026-02-24 15:57:58 IST		y	1			11				B0GPWQS5HP						B0GPWQS5HP			0	DEFAULT														Template								599.0
TREE MAISON CORONATING HOMES Brass Swastik (卐) Sathiya Wall Hanging Yantra | Size-3 Inch |Weight of 1 Swastik- 100gm Approx |Decorative Home Decor Symbol for Positive Vibes |Pack Of 3	The word SWASTIK, which meaning "being pleased," is derived from Sanskrit, an ancient Indian language. One of the finest remedies for any vastu issues is swastika. The versatile Pyramid Vastu Swastika can be used to promote wealth, success, and rapid advancement in the home and business (ideal for all homes, office, shops & factory). Ganesha's symbol is the Swastika Pyramid, which has pyramids engraved on it. This particular Swastika is a fortunate sign of prosperity and well-being. It can be fastened to the exterior wall of your home or room. In addition to bringing luck and great energy, this Swastika pyramid also removes all impediments from any endeavour. Since thousands of years ago, nearly every culture in almost	0224HPTKQTB	3IN-BRASS-SWASTIK-ST-3	699	10	2026-02-24 15:57:59 IST		y	1			11				B0GPXGT4QF						B0GPXGT4QF			0	DEFAULT														Template								999.0
TREE MAISON CORONATING HOMES Pure Copper Hollow Curve Pyramid | 3 inch Approx | Pack of 1 | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office | Positive Energy Remedies	Use of Copper pyramid is a practical art to harmonize-mind, body and spirit with the environment. According to VastuShastra it is considered good to have a pyramid in the house. Keeping a pyramid in the house increases the income of the members of the house and maintains prosperity. By just placing copper pyramid at appropriate locations, you can achieve health, happiness and prosperity. Single set can be installed at north east corner of the house or can be Place the pyramid in the place where the members of the house spend the most time.	0917FJ3TJ4X	3IN-COPPER-HLW-CURVE-PYRAMID-ST-1	499	10	2025-09-17 17:27:11 IST		y	1			11				B0FRG5L1QJ						B0FRG5L1QJ			0	DEFAULT	497.0													Template								999.0
TREE MAISON CORONATING HOMES Pure Copper Hollow Curve Pyramid | 3 inch Approx | Pack of 7 | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office | Positive Energy Remedies	Use of Copper pyramid is a practical art to harmonize-mind, body and spirit with the environment. According to VastuShastra it is considered good to have a pyramid in the house. Keeping a pyramid in the house increases the income of the members of the house and maintains prosperity. By just placing copper pyramid at appropriate locations, you can achieve health, happiness and prosperity. Single set can be installed at north east corner of the house or can be Place the pyramid in the place where the members of the house spend the most time.	0917FJ0PG2J	3IN-COPPER-HLW-CURVE-PYRAMID-ST-7	2999	5	2025-09-17 17:27:12 IST		y	1			11				B0FRGDRP37						B0FRGDRP37			0	DEFAULT	2997.0													Template								3499.0
TREE MAISON CORONATING HOMES Pure Copper Hollow Curve Pyramid | 3 inch Approx | Pack of 9 | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office | Positive Energy Remedies	Use of Copper pyramid is a practical art to harmonize-mind, body and spirit with the environment. According to VastuShastra it is considered good to have a pyramid in the house. Keeping a pyramid in the house increases the income of the members of the house and maintains prosperity. By just placing copper pyramid at appropriate locations, you can achieve health, happiness and prosperity. Single set can be installed at north east corner of the house or can be Place the pyramid in the place where the members of the house spend the most time.	0917FJ18CR2	3IN-COPPER-HLW-CURVE-PYRAMID-ST-9	3999	5	2025-09-17 17:27:12 IST		y	1			11				B0FRG716D9						B0FRG716D9			0	DEFAULT	3997.0													Template								4999.0
TREE MAISON CORONATING HOMES Pure Copper Hollow Plain Pyramid | 3 inch Approx | Pack of 1 | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office | Positive Energy Remedies	Use of Copper pyramid is a practical art to harmonize-mind, body and spirit with the environment. According to VastuShastra it is considered good to have a pyramid in the house. Keeping a pyramid in the house increases the income of the members of the house and maintains prosperity. By just placing copper pyramid at appropriate locations, you can achieve health, happiness and prosperity. Single set can be installed at north east corner of the house or can be Place the pyramid in the place where the members of the house spend the most time.	0917FIW1KNB	3IN-COPPER-HLW-PLN-PYRAMID-ST-1	499	10	2025-09-17 17:27:13 IST		y	1			11				B0FRG5HV7H						B0FRG5HV7H			0	DEFAULT	497.0													Template								999.0
TREE MAISON CORONATING HOMES Pure Copper Hollow Plain Pyramid | 3 inch Approx | Pack of 7 | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office | Positive Energy Remedies	Use of Copper pyramid is a practical art to harmonize-mind, body and spirit with the environment. According to VastuShastra it is considered good to have a pyramid in the house. Keeping a pyramid in the house increases the income of the members of the house and maintains prosperity. By just placing copper pyramid at appropriate locations, you can achieve health, happiness and prosperity. Single set can be installed at north east corner of the house or can be Place the pyramid in the place where the members of the house spend the most time.	0917FJ3F81C	3IN-COPPER-HLW-PLN-PYRAMID-ST-7	2999	5	2025-09-17 17:27:14 IST		y	1			11				B0FRGJJ95L						B0FRGJJ95L			0	DEFAULT	2997.0													Template								3499.0
TREE MAISON CORONATING HOMES Pure Copper Hollow Plain Pyramid | 3 inch Approx | Pack of 9 | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office | Positive Energy Remedies	Use of Copper pyramid is a practical art to harmonize-mind, body and spirit with the environment. According to VastuShastra it is considered good to have a pyramid in the house. Keeping a pyramid in the house increases the income of the members of the house and maintains prosperity. By just placing copper pyramid at appropriate locations, you can achieve health, happiness and prosperity. Single set can be installed at north east corner of the house or can be Place the pyramid in the place where the members of the house spend the most time.	0917FJ0OIPB	3IN-COPPER-HLW-PLN-PYRAMID-ST-9	3999	5	2025-09-17 17:27:15 IST		y	1			11				B0FRGKP92K						B0FRGKP92K			0	DEFAULT	3997.0													Template								4999.0
TREE MAISON CORONATING HOMES Pure Copper Hollow Pyramid | 3 inch | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office| Powerful Positive Energy Remedies | Health & Wealth Benefits	Use of Copper pyramid is a practical art to harmonize-mind, body and spirit with the environment. According to VastuShastra it is considered good to have a pyramid in the house. Keeping a pyramid in the house increases the income of the members of the house and maintains prosperity. By just placing copper pyramid at appropriate locations, you can achieve health, happiness and prosperity. Single set can be installed at north east corner of the house or can be Place the pyramid in the place where the members of the house spend the most time.	0821B5HXFJG	3IN-COPPER-PLN-HLW-PYRAMID-W/O-PLATE	499		2024-08-21 14:06:21 IST		y	1			11				B0DDTG6DYZ						B0DDTG6DYZ				AMAZON_IN	499.0													Template								1499.0
TREE MAISON CORONATING HOMES Vastu Round Copper Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 9	Vastu Copper Round Stud Represents Fire Element. Vastu stud is used to balance energy of Fire element. It can also be used in a area which is falling short due to cut. Note:-Product color may not be exactly same as shown in the images.Take advice from your vastu expert prior using the stud.	0215FFKG142	3IN-COPPER-STUD-SET-9	799		2025-02-15 11:47:56 IST		y	1			11				B0DXBNN5V3						B0DXBNN5V3				AMAZON_IN	799.0													Template								999.0
TREE MAISON CORONATING HOMES Pure Iron Hollow Pyramid | 3 inch | Boost Positive Energy for Vastu | Energy for Vibrations at Home, Office | Powerful Positive Energy Remedies | Health & Wealth Benefits	Using Iron pyramids in vaastu helps to create positive cosmic energy. They also facilitate the flow of energy.	0821B5EHPCP	3IN-IRON-PLN-HLW-PYRAMID-W/O-PLATE	399	89	2024-08-21 14:06:21 IST		y	1			11				B0DDTG8LX6						B0DDTG8LX6			0	DEFAULT	398.0													Template								1499.0
TREE MAISON CORONATING HOMES Vastu Round Iron Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 3	Vastu Iron Round Stud Represents Space Element. Vastu stud is used to balance energy of Space element. It can also be used in a area which is falling short due to cut. Note:-Product color may not be exactly same as shown in the images. Take advice from your vastu expert prior using the stud.	0215FFHW116	3IN-IRON-STUD-SET-3	299		2025-02-15 11:47:56 IST		y	1			11				B0DXBCTGVK						B0DXBCTGVK				AMAZON_IN	299.0													Template								999.0
TREE MAISON CORONATING HOMES Vastu Round Stainless Steel Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 3	Vastu Stainless Steel Round Stud Represents Air Element. Vastu stud is used to balance energy of Air element. It can also be used in a area which is falling short due to cut. Note:-Product color may not be exactly same as shown in the images. Take advice from your vastu expert prior using the stud.	0215FFCNS9D	3IN-ROUND-STAINLESS-STEEL-STUD-SET-3	315		2025-02-15 11:47:56 IST		y	1			11				B0DXBP8XPL						B0DXBP8XPL				AMAZON_IN	313.0													Template								999.0
TREE MAISON CORONATING HOMES Vastu Round Stainless Steel Stud | Vastu Remedy| Vastu Stud Remedy | 3-Inch | Pack of 9	Vastu Stainless Steel Round Stud Represents Air Element. Vastu stud is used to balance energy of Air element. It can also be used in a area which is falling short due to cut. Note:-Product color may not be exactly same as shown in the images. Take advice from your vastu expert prior using the stud.	0215FFF433A	3IN-S.STEEL-STUD-SET-9	499		2025-02-15 11:47:56 IST		y	1			11				B0DXBTVSC2						B0DXBTVSC2				AMAZON_IN	499.0													Template								999.0
TREE MAISON CORONATING HOMES Vastu Red Tape | Size - 3 Inch (72 mm) Approx | Length- 20 Meter (Approx) | Vastu Tape for Toilet Correction | Vastu Tape for Main Door | Tape Remedy | Pack of 1	Based on direction and vastu consultant suggestions, choose the appropriate color tape (i.e Blue, Green, Yellow, Red, White ) . Vastu tape is a type of adhesive tape that is used in Vastu Shastra, a traditional Hindu system of architecture that seeks to harmonize buildings with the natural environment. In order to balance the affected zone, color tapes are pasted on the floor or on the skirting along the floor. Just like medical science, starts with accurate diagnosis of the problem. Color tape technique used to remove vastu faults in a building. Overall, Vastu tape is an interesting concept that is rooted in traditional Hindu beliefs about energy and balance in the environment.	0311HC1IHLA	3IN-TAPE-RED-ST-1	279	146	2026-03-11 07:52:55 IST		y	1			11				B0CDH7HYGR						B0CDH7HYGR			0	DEFAULT	277.0													Template								699.0
